Token,Coefficient
habillage,-0.0
habit,-0.01
habitable,-0.0
habitania,-0.0
habitant,-0.0
habitat,0.01
habitation,0.0
habitations,0.0
habitect,0.0
habitrol,-0.01
habitual,0.0
habitually,-0.0
habituation,0.0
habitude,-0.0
habituelle,-0.0
habp,-0.01
habrock,0.0
habsburgerstrasse,-0.01
habt,0.0
habtu,0.0
hac,0.0
haccourt,-0.0
haccp,0.0
hachette,-0.0
hachi,-0.0
hacienda,-0.0
hack,0.0
hackathon,0.0
hackel,0.01
hackenbuchner,-0.0
hackensack,0.0
hacker,-0.0
hackett,-0.0
hacki,-0.0
hacking,0.0
hackney,0.0
hacoba,-0.04
hadal,-0.0
hadanack,-0.0
hadank,-0.0
hadassah,-0.0
hadbeen,0.01
haddad,-0.01
haddadi,0.0
hade,-0.0
haderer,0.0
hadern,-0.0
haderslev,-0.01
hadgrante,0.0
hadharah,0.0
hadid,-0.02
hadimec,0.0
hadley,-0.0
hadmersleben,0.0
hadnever,0.0
hadno,0.0
hadnot,-0.0
hadorn,0.02
hadron,-0.0
hadsten,-0.02
hadto,0.0
hae,0.0
haederli,0.01
haefeli,0.0
haefner,0.06
haegen,-0.02
haegerstrand,0.02
haegi,0.0
haelg,0.01
haelixa,0.0
haemaglobinuria,0.0
haemaglutination,0.0
haematologica,-0.0
haematological,0.0
haematology,0.01
haemek,0.0
haemmig,0.0
haemmonetic,-0.0
haemodia,0.0
haemodialysis,0.0
haemoglobin,-0.0
haemonetics,0.0
haemophilia,0.04
haemophilus,-0.0
haemorrhage,0.0
haemorrhoid,0.0
haemorrhoidal,0.0
haemostasis,0.0
haemostatic,0.01
haen,0.0
haene,0.0
haenni,-0.0
haenszel,0.0
haering,0.02
haerri,0.01
haerten,-0.0
haerter,-0.0
haesler,-0.0
haessig,-0.02
haeundae,-0.0
hafei,0.0
hafen,0.01
hafencity,0.0
hafenspitze,0.0
hafenstein,0.0
hafenstrasse,0.0
haferkorn,-0.01
haferl,0.01
hafertaler,-0.0
haffert,0.0
hafjell,-0.0
hafnarfjordur,0.0
hafner,0.0
haftende,-0.0
haftender,-0.0
haftung,0.0
haftverbund,0.0
haftwerte,0.0
hagander,0.0
hagar,0.0
hagbourne,-0.01
hagemann,-0.02
hagen,0.01
hagenau,-0.0
hagenbach,0.01
hagenbuch,0.0
hagenbucher,-0.0
hagendorn,-0.03
hagenholzstrasse,0.0
hager,0.0
hagerbach,0.0
hagerstown,-0.0
haggar,0.0
haggenmüller,0.0
haggerty,0.01
haggertyopticsaxel,-0.0
hagmann,-0.0
hagneck,0.01
hago,0.0
hagondange,0.01
hagras,0.0
hague,0.0
haguenau,-0.01
hagui,-0.0
hahn,0.01
hahne,-0.0
hahnenkamm,-0.0
hahnenn,0.0
hahnstraße,0.0
hai,0.03
haid,-0.0
haide,0.0
haider,0.0
haidian,0.0
haier,0.0
haifa,-0.0
haig,0.0
haigazian,0.0
haigh,-0.0
haikou,0.0
haiku,0.0
hail,-0.0
hailfinger,-0.01
hailiang,-0.0
hailong,0.0
haiman,0.0
haimen,0.01
hain,-0.0
hainan,0.01
hainburg,-0.01
haine,-0.0
hainholz,-0.0
haining,0.0
hainze,0.0
haipe,0.0
hair,0.0
hairbrush,-0.0
haircare,0.0
haircut,-0.0
hairdresser,0.0
hairdryer,-0.0
hairiness,0.0
hairman,0.0
hairnet,0.0
hairpin,-0.0
hairspring,-0.0
hairy,0.0
hais,-0.0
haisok,0.0
haiti,0.01
haitian,0.0
haitz,0.01
haití,-0.0
haiyan,-0.01
haizhu,0.0
haj,0.0
hajah,-0.01
hajba,-0.0
haji,0.01
hak,0.0
haka,0.0
hakabstrasse,-0.0
hakami,0.0
hakan,0.03
hakata,0.0
hakedal,-0.0
hakim,-0.0
hakon,0.0
hakusan,0.0
hal,0.04
hala,0.0
halal,0.0
halandri,-0.0
halation,-0.0
halb,-0.0
halba,-0.0
halbach,0.01
halbe,-0.0
halben,-0.01
halbiert,0.0
halbinsel,-0.0
halbjahr,0.0
halbjahre,0.0
halbjahresabschluss,0.0
halbjahresabschlüsse,-0.0
halbjahresbericht,0.0
halbjahreszahlen,0.0
halbleib,0.0
halbleiter,-0.0
halbleiteranwendungen,0.0
halbleiterbereich,0.0
halbleiterentwickler,0.0
halbleiterentwicklung,0.02
halbleitererstellung,0.0
halbleiterhersteller,0.0
halbleiterherstellung,0.0
halbleiterindustrie,-0.01
halbleiterkomponenten,0.0
halbleitermarkt,0.0
halbleitern,-0.0
halbleiterprodukte,0.0
halbleiterprodukten,0.0
halbleiterproduktionsanlagen,-0.0
halbleiterunternehman,-0.0
halbleiterunternehmen,-0.0
halbritter,-0.0
halcor,0.0
halcyon,-0.0
haldane,-0.0
halde,-0.0
haldemann,0.0
halden,-0.0
haldenhof,-0.0
haldensleben,0.0
haldenstein,0.0
haldenstrasse,-0.0
halder,0.0
haldia,0.0
haldimand,-0.0
haldimann,-0.0
haldimannhead,0.0
haldner,0.0
haldor,0.0
haldy,-0.01
hale,0.0
haler,0.0
halesfield,0.0
halesowen,0.01
halesﬁ,0.0
halex,0.0
half,-0.06
halfen,0.0
halfheartedly,0.0
halfpipe,-0.0
halfpoint,0.0
halfthe,-0.0
halftime,0.0
halfway,-0.0
halfyear,0.0
halg,0.0
halibut,0.0
halide,-0.0
halifax,-0.0
halil,0.0
halim,-0.0
halit,-0.0
halite,0.0
halitosis,0.0
hall,0.02
halla,0.0
hallam,0.01
hallandale,0.0
hallau,0.0
hallauer,0.0
hallay,0.0
hallbergmoo,0.0
hallbergmoos,-0.0
halle,0.02
hallen,-0.0
hallenging,0.0
hallenstadion,-0.0
hallenstadium,0.0
haller,0.02
halles,0.0
halliburton,0.0
hallin,0.0
halliwell,0.0
hallmark,-0.01
hallmarke,0.0
hallmarksof,-0.0
hallow,-0.0
halloween,-0.0
hallucinate,0.0
hallucination,0.0
hallux,-0.0
hallvard,0.0
hallvarsson,-0.0
hallwag,-0.03
hallwani,-0.0
hallway,-0.0
hallwylstr,-0.01
halm,-0.0
halma,0.0
halmøy,-0.0
halo,0.0
halogen,0.01
halogenate,-0.01
halogenated,-0.01
halohydantoin,0.01
halol,0.0
halomo,-0.0
halon,0.0
halonen,0.0
halounek,0.0
halozyme,-0.0
halpenny,0.0
halsall,0.0
halstaham,0.0
halstead,-0.0
halsvik,0.0
halt,-0.01
halte,-0.0
halted,-0.0
haltedauer,-0.0
halten,-0.01
haltendem,0.0
haltenen,0.0
halter,-0.0
haltermann,0.0
haltig,-0.0
haltige,0.0
haltigen,0.0
haltin,-0.0
haltiner,-0.0
halts,0.0
haltskosten,-0.0
haltung,-0.0
haltungssysteman,0.0
halvarsson,-0.0
halve,0.0
halvesfrom,-0.0
halving,0.0
ham,-0.09
hama,-0.0
hamadera,-0.0
hamadoun,0.0
hamanasu,0.0
hamann,-0.0
hamard,0.0
hamartomas,0.0
hamba,-0.03
hambantota,0.0
hamberg,-0.02
hamble,-0.0
hamborggata,0.0
hambourg,0.0
hambra,0.0
hambro,-0.01
hambros,0.0
hamburg,0.03
hamburger,0.0
hamd,0.0
hamdi,-0.0
hameau,0.0
hameed,0.0
hamel,0.0
hamelin,0.0
hameln,0.3
hamer,-0.01
hamersma,0.04
hamid,0.0
hamida,-0.0
hamidi,-0.0
hamilton,-0.04
hamish,-0.01
hamlet,0.01
hamm,-0.0
hamma,0.0
hammaddeleri,0.0
hamman,0.0
hammarberg,0.0
hammarlund,0.0
hammer,-0.08
hammerbacher,-0.0
hammerbrookhöfe,-0.0
hammergut,-0.01
hammering,-0.0
hammerle,-0.01
hammerschmid,-0.0
hammersmith,0.0
hammerson,-0.0
hammerstein,-0.0
hammerstrasse,0.0
hammertor,-0.01
hammond,0.0
hammweg,0.0
hamnen,-0.0
hamngatan,0.0
hampel,-0.0
hamper,0.01
hampering,0.0
hampolol,-0.0
hampshire,-0.0
hampton,-0.0
hamr,-0.01
hamra,0.0
hamrun,0.0
hamster,0.0
han,0.03
hana,0.0
hanaa,0.0
hanafiah,-0.0
hanam,-0.0
hanan,0.01
hanane,0.0
hanania,0.0
hanau,0.02
hanbao,0.0
hance,-0.0
hancement,-0.0
hancer,-0.0
hancing,0.0
hancock,-0.0
hanconventional,0.0
hand,-0.06
handadjuste,-0.0
handbag,-0.0
handball,0.01
handbook,0.01
handbrake,-0.0
handbuch,-0.0
handcraft,-0.0
handcrafting,0.0
handcuff,0.0
handcyclist,-0.0
handeck,0.0
handed,-0.01
handedly,0.0
handel,0.0
handelgesellschaft,-0.0
handeln,0.0
handelns,-0.01
handelsamtblatt,-0.01
handelsamtsblatt,-0.0
handelsbank,0.0
handelsbanken,0.0
handelsbereich,-0.0
handelsblatt,0.0
handelsbolag,0.0
handelsdiplom,0.0
handelsgericht,0.0
handelsgeschäft,-0.0
handelsgesellschaft,-0.02
handelsgruppe,-0.0
handelshusgatan,-0.0
handelskammer,-0.01
handelskaufmann,0.0
handelskurse,0.0
handelslinie,0.0
handelsorganisation,-0.0
handelspartner,-0.0
handelsplattform,0.0
handelsregister,-0.0
handelsrichter,0.0
handelsschule,-0.0
handelstochter,-0.0
handelsunion,0.0
handelsvertretung,-0.0
handelswaren,-0.0
handelszeitung,-0.0
handelszwecken,-0.0
handelt,-0.01
handensein,0.0
handful,0.0
handgefertig,-0.0
handgesellschaft,0.0
handguilloché,-0.0
handhabung,0.0
handheld,0.0
handhold,-0.0
handi,0.0
handian,-0.0
handicap,-0.0
handicapped,0.0
handicapées,-0.0
handicraft,-0.0
handing,-0.0
handingover,-0.0
handlauf,0.0
handle,-0.02
handledby,0.0
handler,-0.01
handles,0.0
handlichkeit,0.0
handline,-0.0
handling,-0.04
handlowe,-0.0
handlung,0.0
handlungen,0.03
handlungsunfähigkeit,0.0
handmade,-0.0
handout,-0.0
handover,0.02
handpicked,-0.0
handpiece,0.0
handrail,-0.0
hands,-0.0
handschin,0.0
handschuhen,0.0
handset,0.03
handsfree,0.0
handshake,0.0
handsmexico,0.0
handsome,0.0
handsomely,0.01
handssssssss,-0.0
handsssssssssssssss,-0.0
handte,0.01
handwash,0.0
handwerk,0.0
handwerkermarken,-0.0
handwerkstadt,0.01
handwound,-0.0
handwriting,-0.0
handwritten,0.0
handy,-0.01
handyclinic,-0.0
handystar,-0.0
handänderungen,-0.0
hane,0.0
haneda,-0.0
hanel,0.0
hanesco,0.01
hang,-0.01
hangar,-0.0
hange,0.0
hanger,0.0
hanghzou,-0.0
hanging,0.0
hanglung,0.0
hangover,0.0
hangzhou,-0.0
hanh,-0.0
hanhart,0.0
hanhun,-0.0
hani,0.0
haniel,-0.0
hanil,-0.0
hanim,-0.0
hanimann,0.0
hanjiang,-0.0
hanjin,0.0
hank,0.0
hanka,-0.0
hankar,-0.0
hanke,0.0
hanko,0.13
hankook,-0.01
hanmi,0.0
hann,-0.0
hanna,-0.0
hannah,0.01
hannam,0.0
hannan,0.0
hanne,0.03
hanneli,-0.0
hannes,-0.0
hannewald,0.0
hannifin,-0.0
hannig,-0.0
hanniﬁn,-0.0
hanno,-0.03
hannover,-0.0
hannoversche,-0.0
hanns,0.02
hannsen,0.0
hannu,0.0
hanny,0.0
hanoi,0.01
hanover,-0.01
hanovre,0.0
hanro,-0.01
hans,-0.02
hansa,-0.0
hansabiome,0.01
hansainv,-0.0
hansastraße,-0.0
hansaton,0.02
hanse,-0.0
hanseata,-0.01
hanseatic,-0.0
hanseatische,-0.0
hansecenter,-0.0
hansel,0.0
hansen,-0.06
hansenet,-0.0
hansennon,0.0
hanser,0.0
hanserud,0.0
hansestraße,-0.0
hansewerk,0.0
hansgeorg,-0.01
hansgrohe,0.0
hanshin,-0.0
hansjoerg,0.0
hansjuerg,-0.0
hansjörg,-0.03
hansjürg,0.01
hanslin,-0.02
hansluxembourg,-0.0
hansluz,0.0
hansmann,-0.0
hanson,-0.02
hanspeter,-0.08
hanspeterplozza,0.0
hansrudolf,0.0
hansruedi,-0.05
hansson,0.01
hansueli,-0.04
hansung,0.01
hant,0.01
hantila,-0.0
hantory,-0.01
hany,-0.0
hanyu,-0.0
hanz,0.01
hanza,-0.0
hao,0.0
haofeng,-0.02
hap,-0.0
hapag,0.0
hape,-0.0
haphazardly,0.0
hapi,0.01
hapis,0.0
haploid,0.0
happart,-0.0
happel,0.0
happen,0.02
happening,-0.0
happier,0.0
happily,-0.0
happiness,0.0
happy,-0.01
hapsite,0.01
hapten,0.01
haptic,-0.0
har,-0.0
harajuku,0.0
harald,0.02
haraldsvej,-0.0
haran,0.0
harano,-0.07
harare,-0.01
harari,0.01
harashtra,-0.0
harass,0.0
harassment,0.02
harawa,0.0
harbaksfjellet,0.0
harbaugh,0.0
harbin,0.01
harbinger,0.0
harbiye,0.0
harbor,0.01
harboring,0.0
harborside,0.0
harbour,0.0
harbourclub,0.0
harbourfront,-0.0
harbourmaster,0.0
harbourv,0.0
harbourview,-0.0
harburg,-0.0
harco,-0.0
harcourt,-0.01
hard,-0.02
hardaway,0.0
hardbrücke,0.0
hardcopie,-0.0
hardcopy,-0.11
harddisk,0.0
harde,0.0
hardegger,-0.01
hardegsen,-0.01
harden,-0.03
hardened,0.0
hardener,0.01
hardening,-0.0
hardgood,0.0
hardie,0.0
hardiness,0.0
harding,0.0
hardinxveld,-0.01
hardline,-0.0
hardly,-0.01
hardman,0.0
hardness,0.0
hardship,-0.01
hardstone,-0.0
hardstr,-0.0
hardstrasse,-0.05
hardt,-0.02
hardturmstrasse,-0.0
hardware,-0.0
hardwarebased,0.0
hardwarevehicleswork,0.0
hardwick,0.0
hardwire,-0.0
hardwood,-0.0
hardwork,-0.0
hardworke,-0.0
hardworking,-0.0
hardy,-0.0
hare,0.03
harecapitalcomprise,0.0
hareholder,0.0
hareket,-0.0
harelbeke,-0.01
harer,0.0
harford,-0.0
hari,-0.0
haribo,0.0
haridwar,0.0
harig,0.01
haring,0.0
hariolf,-0.03
hariri,0.0
harish,0.0
haritonevsky,-0.0
hark,0.0
harkebrügge,-0.0
harken,-0.0
harkisandas,0.0
harlak,-0.01
harlan,0.0
harland,0.03
harlem,-0.0
harlequin,-0.0
harles,-0.0
harley,0.01
harlow,-0.0
harm,0.03
harmaceutical,-0.0
harman,-0.01
harmann,-0.0
harmful,0.01
harmfully,-0.0
harmless,0.0
harmlessly,-0.0
harmlessness,-0.0
harmoni,0.0
harmonic,-0.01
harmonious,-0.01
harmoniously,0.0
harmonisation,0.0
harmonise,0.01
harmonised,0.0
harmonising,0.0
harmonization,0.0
harmonize,0.03
harmonized,-0.0
harmonizing,0.0
harmony,-0.01
harnes,0.0
harness,0.06
harnessed,-0.0
harnessing,-0.0
harnett,0.0
harnisch,0.0
harold,0.0
haroshije,-0.0
harp,0.0
harpa,0.0
harpen,-0.0
harper,-0.0
harpoon,0.0
harputluoglu,-0.0
harrah,0.0
harrel,0.0
harrell,0.0
harri,0.0
harrier,0.0
harrieth,-0.01
harris,0.03
harrisburg,0.0
harrismith,0.0
harrison,0.07
harro,0.0
harrod,-0.0
harrods,-0.0
harrogate,-0.0
harrow,-0.0
harrowing,-0.0
harry,-0.01
harsch,0.0
harsewinkel,-0.0
harsh,0.01
harsher,0.0
harshly,0.0
harshness,-0.0
harsinghar,0.0
harstad,-0.0
harstrick,0.02
harsum,-0.0
hart,0.02
harta,0.0
hartan,0.0
hartchrom,-0.05
harte,-0.01
hartec,0.01
hartek,-0.0
harten,0.0
hartert,-0.0
hartford,0.0
harting,-0.0
hartingglobal,-0.0
hartlev,0.0
hartley,0.0
hartman,-0.0
hartmann,-0.01
hartmei,0.0
hartmeier,-0.0
hartmetallbohrer,0.0
hartmut,0.03
hartog,0.0
harton,-0.0
hartosholiki,-0.0
hartsﬁ,0.0
hartung,-0.0
hartvig,-0.0
hartwall,-0.0
hartweg,-0.0
hartwegii,0.0
hartwig,0.01
hartz,0.0
hartzel,0.0
haruku,0.0
harvard,-0.02
harvardbusiness,0.0
harvel,0.02
harvest,0.01
harvestable,0.0
harvested,0.0
harvester,-0.0
harvesting,-0.02
harvestt,0.0
harvey,-0.05
hary,0.0
haryana,0.02
hasa,-0.0
hasachieve,0.0
hasan,-0.0
hasani,0.0
hasanovic,-0.0
hasanuddin,-0.0
hasbeen,0.01
hasbro,0.0
hascher,0.0
hasconducte,0.0
hasdevelope,-0.01
hasdriven,-0.0
hasdrubal,0.0
hasegawa,0.0
haseither,0.0
hasek,-0.0
hasel,0.0
hasenböhler,0.0
hasenfratz,0.0
hasenjäger,0.0
hasenwinkel,-0.0
hashmie,-0.0
hashtag,0.0
hasi,0.0
hasin,-0.0
hasincrease,-0.0
haskin,-0.0
haskins,0.0
haslach,-0.04
hasle,0.0
haslemere,0.0
haslen,-0.03
hasler,-0.05
haslital,0.0
hasmade,0.0
hasmastere,-0.0
haspel,-0.0
hasregaine,-0.0
hass,0.0
hassa,-0.0
hassan,-0.0
hassanicor,-0.0
hassas,0.0
hasselblad,0.0
hasselbruch,-0.0
hassell,-0.0
hassellunden,-0.0
hasselt,0.0
hassia,-0.0
hassigne,0.0
hassle,-0.0
hasspawne,-0.0
hast,0.0
hastelloy,-0.0
hastelloymultipurpose,0.0
hasten,-0.01
hastewell,-0.0
hasthe,-0.0
hastherefore,-0.0
hastily,0.01
hastings,0.0
hasty,-0.0
haszkovó,-0.0
hat,0.02
hatai,-0.0
hatane,-0.0
hatay,-0.01
hatch,-0.0
hatchery,0.0
hatchett,0.0
hate,0.0
hatebur,-0.0
hatfield,0.0
hathaway,0.0
hatherley,-0.0
hati,0.0
haton,-0.0
hatot,-0.02
hatswil,-0.0
hatt,0.01
hattan,-0.0
hatte,-0.0
hatteland,0.01
hatten,-0.0
hattersheim,-0.0
hattingen,0.0
hatto,0.0
hatton,-0.0
hatzfelderstrasse,-0.0
hatzifotis,0.0
hau,0.0
haubrich,-0.0
hauck,-0.0
haudenschild,-0.0
haueis,0.03
hauenstein,-0.03
haueter,-0.0
hauff,-0.0
hauge,0.02
haugg,0.0
haugland,0.0
haugstad,0.0
hauke,0.01
haukeland,-0.0
haul,0.0
haulage,0.0
haulier,-0.0
haunch,-0.0
hauni,0.0
haunt,-0.0
hauppauge,-0.01
haupt,0.0
hauptaufgabe,-0.0
hauptbahnhof,-0.0
hauptbüro,-0.0
haupten,0.0
hauptgasse,-0.01
hauptgeschäft,0.0
hauptgrund,-0.0
hauptkunden,0.0
hauptregister,0.0
hauptrubrik,-0.01
hauptsegment,0.0
hauptsitz,0.0
hauptstrasse,-0.07
hauptstraße,-0.0
hauptsächlich,-0.0
hauptunterscheidungsmerkmal,0.0
hauptursache,0.0
hauptverwaltung,-0.01
hauptwachstumstreiber,0.0
hauptwil,-0.0
hauptziel,0.0
haus,-0.0
hause,-0.01
hausen,0.01
hausentwässerungssysteme,-0.0
hauser,-0.04
hausgeräte,0.0
haushahn,-0.01
haushalt,0.0
haushaltgeräten,0.0
haushalts,0.0
haushaltsbranche,-0.0
haushaltsgeräte,0.0
haushaltsgeräten,-0.0
haushalttechnik,-0.06
hausham,-0.0
hausheer,0.01
hausimollstrasse,-0.0
hausin,-0.0
hausladen,0.0
hausmann,-0.0
hausse,0.0
haussener,-0.01
haussmann,0.0
hausstrasse,0.0
haust,0.0
hauste,0.0
haustechnik,-0.0
haustive,-0.0
hauswartsentschädigung,-0.0
hauswirth,-0.0
haut,0.0
haute,-0.01
hautement,0.0
hauterive,0.01
hautes,0.0
hauteur,0.0
hautpierre,0.0
hauzer,0.0
hauß,0.0
hav,-0.01
hava,-0.0
havana,0.0
havanna,-0.0
havas,0.0
havdrup,-0.0
have,-0.01
havea,-0.0
havealsobeen,0.0
havean,-0.0
haveanalyze,0.0
haveapproximately,-0.0
haveattende,0.0
havebeen,0.01
haveconfirme,0.0
havefulfille,-0.0
havel,0.0
havelaar,-0.0
havelange,0.0
havelland,-0.0
havelpark,-0.0
havelpassage,-0.0
havemore,0.0
haven,0.01
haveresulte,-0.0
haverford,0.0
haverland,0.0
haveshown,0.0
havetftcolorscreen,-0.0
haveto,-0.0
havilland,0.0
having,0.03
havingbeen,-0.0
havior,0.0
haviour,-0.0
havioural,0.0
havn,-0.0
havoc,0.0
havre,0.0
haw,0.01
hawai,0.0
hawaii,-0.0
hawaiian,0.0
hawally,-0.0
hawe,-0.0
hawesko,0.0
hawk,0.0
hawker,0.0
hawkeye,-0.0
hawkin,-0.0
hawkins,-0.01
hawks,-0.0
hawksbill,-0.0
hawkstone,-0.0
hawthorn,0.0
hawthorne,0.0
haxel,-0.0
haxi,0.0
hay,0.01
haya,-0.0
hayashi,0.0
haydar,0.0
hayden,-0.01
haydon,-0.0
hayek,-0.13
hayer,0.0
hayes,-0.0
hayezira,0.0
hayirligil,-0.0
haymaking,-0.0
hayman,-0.0
haymo,-0.0
hayoz,0.0
hays,0.0
haystack,-0.0
hayter,0.0
hayward,0.01
hazard,0.0
hazardous,0.01
hazardouse,0.0
hazardousmaterial,0.0
haze,0.0
hazel,-0.0
hazelnut,-0.01
hazelton,0.0
hazelwood,-0.0
hazem,-0.0
hazir,-0.0
hazleton,0.0
hazmat,-0.02
hazout,-0.0
hazra,-0.01
hazy,-0.0
haïti,0.0
hb,0.01
hbap,-0.0
hbbtv,-0.0
hbc,0.0
hbcag,0.0
hbct,-0.01
hbcus,0.0
hbf,-0.0
hbfs,-0.0
hbl,-0.01
hbm,0.04
hbmn,-0.0
hbo,-0.0
hbs,-0.01
hbsag,0.0
hbsc,0.0
hbszn,0.0
hbtc,0.0
hbv,-0.03
hc,0.0
hca,0.0
hcap,0.0
hcb,0.0
hcba,0.0
hcc,0.01
hcf,0.0
hcfa,-0.0
hcfc,-0.0
hcfcs,-0.01
hcg,0.01
hcho,-0.0
hci,0.07
hcl,-0.0
hcli,0.0
hcm,-0.01
hcmc,-0.0
hcmly,-0.0
hcn,0.01
hcome,0.0
hcp,-0.01
hcpi,-0.0
hcps,0.0
hcroi,0.0
hcs,0.1
hcsg,-0.0
hct,0.04
hcv,-0.06
hcz,-0.01
hd,-0.02
hdd,0.04
hde,0.0
hdec,0.0
hdep,0.0
hdf,0.0
hdfs,0.01
hdi,0.0
hdiinnggse,0.0
hdil,0.0
hdis,-0.0
hdiss,0.0
hdl,-0.0
hdlc,-0.01
hdm,-0.0
hdmi,-0.0
hdpe,0.0
hdr,0.0
hds,-0.0
hdspa,0.0
hdtelecom,0.0
hdtv,0.02
hdtvs,0.0
he,-0.0
head,0.11
headache,0.01
headband,0.0
headcount,-0.04
headed,-0.0
headend,-0.0
header,-0.0
headgear,-0.0
headhunte,-0.0
headhunter,0.0
headhunting,-0.0
heading,-0.04
headlamp,-0.0
headland,0.0
headless,-0.0
headlight,-0.0
headlightsshine,0.0
headline,0.01
headliner,0.0
headlinetitle,0.0
headlong,0.0
headmaarek,-0.0
headmaster,-0.0
headmistress,-0.01
headof,-0.0
headoffice,-0.0
headphone,0.02
headpiece,0.0
headquar,-0.0
headquart,-0.0
headquarte,0.0
headquartear,-0.0
headquarter,0.03
headquarterd,0.0
headquartere,0.0
headquartered,0.0
headquarteredin,0.0
headquarterreconciliation,0.0
headquarters,0.02
headquartershave,-0.0
headquatere,-0.0
headroom,0.01
headseat,0.0
headset,0.05
headsnatio,0.0
headspace,-0.0
headstart,0.0
headstock,-0.02
headwater,0.0
headway,-0.0
headwind,0.02
heady,-0.0
heag,-0.0
heah,-0.0
heal,-0.01
healer,0.0
healing,-0.02
healso,0.0
health,0.05
healthand,0.0
healthc,0.0
healthcap,0.0
healthcare,0.14
healthcarehow,0.0
healthcarepersonalise,0.0
healthcareroche,0.0
healthcheck,0.0
healthfood,-0.0
healthful,0.0
healthier,0.0
healthiest,0.0
healthily,-0.0
healthineer,-0.0
healthiness,0.0
healthinvest,0.0
healthlink,0.0
healthone,0.0
healthpoint,0.0
healthrider,0.0
healthspan,0.0
healthworld,-0.0
healthy,0.02
healy,0.01
hean,0.0
heaney,0.0
heang,-0.0
heap,0.0
hear,0.24
hearaid,0.0
hearcom,0.0
heariingglooss,0.0
hearing,0.42
hearingcare,0.0
hearingplanet,0.0
hearn,0.0
hearst,-0.0
heart,-0.0
heartbeat,0.0
heartburn,0.0
hearted,-0.0
heartedly,0.0
hearten,-0.0
heartening,-0.0
heartfelt,0.01
hearth,-0.01
hearthside,0.0
heartily,-0.0
heartiness,0.0
heartland,0.0
heartwood,-0.0
heartworm,0.0
hearty,0.0
heaslip,0.0
heat,-0.03
heatable,0.0
heated,-0.0
heatedly,0.0
heater,0.02
heathc,0.0
heathcare,-0.0
heathcheck,0.0
heather,-0.0
heathow,0.0
heathrow,0.01
heating,-0.14
heatpump,0.0
heatseeker,-0.0
heatset,-0.0
heatshield,0.02
heatshields,0.0
heatwave,0.0
heave,0.0
heaven,0.0
heavenly,0.0
heavier,0.0
heavily,0.01
heavy,-0.0
heavydrive,-0.0
heavyweight,-0.0
heb,-0.05
hebbal,-0.0
hebdo,0.01
hebe,0.0
hebei,0.02
hebel,0.0
heber,-0.0
heberer,0.0
heberle,0.02
heberlein,-0.29
hebert,-0.0
hebich,-0.01
hebrew,0.0
hebrón,-0.0
hebt,-0.0
hebung,-0.0
hec,-0.03
hecht,0.05
heck,-0.0
hecker,-0.0
heckert,-0.01
heckmondwike,0.01
heckner,-0.01
heco,0.02
hectare,0.01
hectic,-0.01
hectoliter,0.0
hectolitre,0.0
hector,-0.0
hecute,-0.0
heddinge,-0.0
hedel,-0.0
heden,-0.0
hederick,-0.0
hedg,0.0
hedge,0.06
hedgeaccounting,0.0
hedged,0.01
hedgehog,-0.01
hedgeincome,0.0
hedgeitsforeigncurrencyriskonspeciﬁcfutureforeigncurrency,0.0
hedgepeth,-0.02
hedges,0.0
hedgesgain,0.0
hedgesofanetinvestment,0.0
hedging,0.02
hediger,-0.0
hedin,0.0
hedingen,-0.01
hedona,0.0
hedrich,0.0
hedvig,0.0
hedwig,-0.0
hedy,0.0
hee,0.02
heearne,0.0
heeb,0.0
heed,-0.01
heeden,0.0
heeg,-0.0
heeger,0.0
heekyung,0.01
heel,0.0
heeled,0.0
heemang,0.0
heena,-0.01
heer,0.0
heera,-0.0
heerbrugg,0.06
heerenstegstr,-0.0
heerental,-0.0
heerenveen,0.0
heeresstrasse,-0.0
heeresstraße,-0.0
heerikhuizen,0.0
heerlen,0.06
heesen,-0.01
heet,0.03
hefei,-0.01
hefenhofen,-0.0
heffernan,0.01
heffter,0.0
hefner,0.0
heft,-0.0
hefti,-0.01
hefty,0.0
heg,-0.0
hegarty,0.0
hege,0.0
hegemonic,0.0
hegenheimer,0.01
hegenheimermattweg,0.01
hegetschweiler,-0.0
hegewald,-0.0
heggli,0.0
hegglin,-0.0
hegi,-0.0
hegla,-0.0
hegner,0.0
hegyalja,0.0
heh,0.0
heheld,0.0
hehli,0.0
hehn,0.01
hehuan,-0.0
hei,-0.0
heicz,0.0
heid,-0.02
heide,-0.0
heidelberg,-0.02
heidelbergcement,0.0
heidelberger,-0.01
heideman,0.0
heidemann,0.0
heiden,0.01
heidenhain,-0.0
heidenheim,0.01
heidenheimer,-0.01
heider,-0.0
heidestrasse,-0.01
heidi,-0.02
heidiland,-0.0
heidler,0.0
heidolf,0.0
heidrich,0.0
heidrun,0.0
heidsieck,0.03
heidsiek,0.0
heidu,0.0
heidy,0.0
heierli,-0.0
heig,-0.0
height,-0.01
heighten,-0.0
heightened,0.0
heights,0.01
heigl,0.0
heijden,0.0
heike,0.0
heikki,-0.01
heikle,0.0
heiko,-0.0
heilbronn,0.01
heilhecker,-0.01
heilig,0.0
heiligen,-0.0
heiligenhaus,0.01
heiligensetzer,-0.0
heilmeyer,0.0
heilmittelinspekto,0.0
heilmittelinspektorat,0.0
heilmittelinspektorate,0.0
heilmittelkontrolle,0.0
heilshorn,0.0
heilungsprozess,0.0
